DETLOC,Name,Address,City,County,State,Zip,AOR,Date of Last Use,Date of First Use,Lat,Lng
BROOKTX,BROOKS COUNTY JAIL (SHERIFF),801 COUNTY ROAD 201,FALFURRIAS,BROOKS,TX,78355,SNA,14/06/2007,9/3/06,27.246789,-98.123257
BROMMNY,BROOME COUNTY JAIL,897 FRONT STREET,BINGHAMPTON,BROOME,NY,13905,BUF,12/3/14,10/1/94,42.130839,-75.913339
BROOMCO,BROOMFIELD DETENTION CENTER,11600 RIDGE PARKWAY,BROOMFIELD,JEFFERSON,CO,80021,DEN,6/3/08,15/08/2006,39.90823745,-105.1485003
BROCRFL,BROWARD CORRECTIONAL,"20421 Sheridan St, Fort Lauderdale, FL 33332",PEMBROKE PINES,CHARLES MIX,FL,33332,MIA,20/04/2009,6/3/98,26.121044,-80.142951
BROJAFL,BROWARD COUNTY JAIL,555 SE 1ST AVENUE,FT.LAUDERDALE,BROWARD,FL,33301,MIA,23/01/2017,10/1/95,26.11517307,-80.14276948
BRGMCFL,BROWARD GENERAL MEDICAL CENTER,1600 SOUTH ANDREWS AVENUE,FT. LAUDERDALE,BROWARD,FL,33316,MIA,30/07/2017,19/12/2010,26.1027303,-80.1411669
WCCPBFL,BROWARD TRANSITIONAL CENTER,3900 NORTH POWERLINE ROAD,POMPANO BEACH,BROWARD,FL,33073,MIA,4/11/17,26/08/2002,26.27477215,-80.15197145
BROWNSD,BROWN COUNTY JAIL,22 SE COURT STREET,ABERDEEN,SAN DIEGO,SD,57401,SPM,17/12/2012,24/01/2012,45.46485,-98.486351
BRNPDMI,BROWNSTOWN POLICE DEPARTMENT,23125 KING ROAD,BROWNSTOWN,WAYNE,MI,48183,DET,29/08/2004,17/03/2004,42.15339111,-83.2574164
BRULESD,BRULE COUNTY JAIL,300 SOUTH COURTLAND,CHAMBERLAIN,BRULE,SD,57325,SPM,23/12/2003,30/03/1998,43.808728,-99.333289
BRCHOLD,BRUSH HOLDROOM,515 INDUSTRIAL PARK ROAD,BRUSH,MORGAN,CO,80723,DEN,,,40.27162844,-103.6247735
BRYANGA,BRYAN COUNTY JAIL,95 PUBLIC SAFETY WAY,PEMBROKE,BRYAN,GA,31321,ATL,26/11/2006,28/09/2006,32.133687,-81.61914
BSCORTX,BSCC AIRPARK UNIT,3700 WRIGHT AVENUE,BIG SPRING,HOWARD,TX,79720,DAL,11/12/12,11/4/91,32.2225778,-101.5060047
BSCDRTX,BSCC CEDAR HILL UNIT,3711 WRIGHT AVENUE,BIG SPRING,HOWARD,TX,79720,DAL,2/2/11,28/08/2006,32.22127671,-101.5072273
BSFLTTX,BSCC FLIGHTLINE UNIT,2001 RICKABAUGH DR,BIG SPRING,HOWARD,TX,79720,DAL,2/2/11,27/07/2006,32.227461,-101.527998
BSGDFTX,BSCC GILES DARBY FACILITY,805 N. AVENUE F,POST,GARZA,TX,79356,DAL,2/2/11,15/05/2006,33.20052812,-101.3716697
BSNTRTX,BSCC INTERSTATE UNIT,1801 W. I-20,BIG SPRING,HOWARD,TX,79720,DAL,8/3/07,13/01/2004,32.26184668,-101.4973281
BUCKSPA,BUCKS COUNTY JAIL (PENNSYLVANIA),MAIN AND COURT STS,DOYLESTOWN,BUCKS,PA,18901,PHI,6/2/07,13/05/1986,40.312519,-75.131693
BUENAIA,BUENA VISTA COUNTY JAIL,411 EXPANSION BLVD,STORM LAKE,BUENA VISTA,IA,50588,SPM,13/01/2003,30/01/1997,42.64114259,-95.17814634
BTV,BUFFALO (BATAVIA) SERVICE PROCESSING CENTER,4250 FEDERAL DRIVE,BATAVIA,GENESEE,NY,14020,BUF,4/11/17,23/05/1995,43.020404,-78.202694
NYBUFFC,BUFFALO CORRECTIONAL FACILITY,3052 WENDE ROAD,ALDEN,ERIE,NY,14004,BUF,27/05/2009,27/05/2009,42.93196345,-78.5401029
BUFHOLD,BUFFALO HOLD ROOM,130 DELAWARE AVE,BUFFALO,BUFFALO,NY,14202,BUF,27/01/2016,8/12/12,42.88819085,-78.87810095
BULLOGA,BULLOCK COUNTY JAIL,17257 HWY 301 N,STATESBORO,BULLOCH,GA,30458,ATL,1/9/06,1/8/06,32.465851,-81.767017
BURLEND,BURLEIGH COUNTY,"4000 Apple Creek Rd, Bismarck, ND 58504",BISMARCK,BURLEIGH,ND,58502,SPM,18/04/2012,7/9/95,46.794465,-100.69387
BURNETX,BURNET COUNTY JAIL,"900 County Ln, Burnet, TX 78611",BURNET,BURNET,TX,78611,SNA,4/11/17,28/05/1998,30.741522,-98.253048
BUTLEKS,BUTLER COUNTY JAIL,701 SE STONE ROAD,EL DORADO,BUTLER,KS,67042,CHI,4/11/17,30/05/2002,37.8138603,-96.8300321
BUTLEOH,BUTLER COUNTY JAIL,705 HANOVER STREET,HAMILTON,BUTLER,OH,45011,DET,4/11/17,3/10/02,39.38975,-84.5531833
BUTLEPA,BUTLER COUNTY JAIL (PENNSYLVANIA),121 VOGELEY WAY,BUTLER,BUTLER,PA,16001,PHI,4/7/06,21/09/1986,40.85913602,-79.89588437
BOPBUT,BUTNER FEDERAL CORRECTIONAL INSTITUTE,"3000 Old 75 Hwy, Butner, NC 27509",BUTNER,GRANVILLE,NC,27509,ATL,6/5/10,19/08/1985,36.187179,-78.740535
SILBOMT,BUTTE-SILVER BOW COUNTY JAIL,155 WEST QUARTZ STREET,BUTTE,SILVER BOW,MT,59701,SLC,12/9/10,4/5/01,46.01528006,-112.5387644
BFGHITX,"BYRD'S FOSTER GROUP HOME, INC",5708 HARDY ST,HOUSTON,HARRIS,TX,77009,HOU,17/02/2016,17/02/2016,29.81131222,-95.35255014
CBRRSNC,CABARRUS COUNTY JAIL,30 CORBAN AVENUE SE,CONCORD,CABARRUS,NC,28025,ATL,2/11/17,2/6/09,35.4093208,-80.5780352
CACHEUT,CACHE COUNTY JAIL,50 WEST 200 NORTH,LOGAN,CACHE,UT,84321,SLC,4/11/17,12/6/97,41.73515501,-111.836168
CALCALA,CALCASIEU PARISH,5410 EAST BROAD STREET,LAKE CHARLES,CALCASIEU,LA,70601,NOL,20/04/2008,20/07/1987,30.2275978,-93.14111135
CALDWMO,CALDWELL COUNTY DETENTION CENTER,280 WEST MAIN STREET,KINGSTON,CALDWELL,MO,64650,CHI,4/11/17,19/01/2004,39.642596,-94.046895
CALDWTX,CALDWELL COUNTY JAIL,"1204 Reed Dr, Lockhart, TX 78644",LOCKHART,CALDWELL,TX,78644,SNA,29/08/2007,5/4/04,29.8755081,-97.6547723
CALHOMI,CALHOUN COUNTY CORRECTIONAL CENTER,185 EAST MICHIGAN AVENUE,BATTLE CREEK,BRANCH,MI,49014,DET,4/11/17,25/07/1995,42.3166739,-85.1758915
CAMENCE,"CALIF. MEN COLONY, EAST","Colony Dr, San Luis Obispo, CA 93409",SAN LUIS OBISPO,SAN LUIS OBISPO,CA,93409,LOS,18/06/1990,29/12/1989,35.3217,-120.696
CAMENCW,"CALIF. MEN COLONY, WEST","Colony Dr, San Luis Obispo, CA 93409",SAN LUIS OBISPO,SAN LUIS OBISPO,CA,93409,LOS,25/02/1999,28/11/1989,35.3217,-120.696
CACTYCA,CALIFORNIA CITY CORRECTIONAL CENTER,22844 VIRGINIA BOULEVARD,CALIFORNIA CITY,KERN,CA,93505,SFR,28/11/2013,7/3/11,35.15567,-117.861876
CASPSAT,CALIFORNIA STATE,CA. SUBSTANCE ABUSE TREATMENT FACILITY,CORCORAN,KINGS,CA,93212,LOS,25/11/2007,5/7/96,36.052813,-119.553661
CASPCAL,CALIPATRIA STATE,7018 BLAIR ROAD,CALIPATRIA,IMPERIAL,CA,92233,SND,30/03/2009,20/06/2006,33.16643595,-115.4846143
CALLAMO,CALLAWAY COUNTY JAIL,1201 STATE ROAD O,FULTON,CALLAWAY,MO,65251,CHI,9/1/03,19/07/2000,38.843988,-91.929712
CAMBRPA,CAMBRIA COUNTY JAIL,425 MANOR DRIVE,EBENSBURG,CAMBRIA,PA,15931,PHI,4/11/17,19/05/1987,40.4843966,-78.70123165
CAMDENJ,CAMDEN COUNTY JAIL,830 FEDERAL STREET,CAMDEN,CAMDEN,NJ,8101,NEW,25/02/2004,12/3/96,39.94394993,-75.11583242
CAMERTX,CAMERON COUNTY JAIL,954 E. HARRISON,BROWNSVILLE,CAMERON,TX,78520,SNA,14/03/2017,13/02/1996,25.9045066,-97.4909986
DODGEIA,CAMP DODGE,7105 NW 7OTH AVE.,JOHNSTON,POLK,IA,50131,SPM,14/12/2006,12/12/06,41.689247,-93.710454
CAMCOWY,CAMPBELL COUNTY JAIL,600 WEST BOXELDER,GILLETTE,CAMPBELL,WY,82718,DEN,13/04/2009,3/9/91,44.277316,-105.509858
CANADOK,CANDIAN COUNTY (EL RENO),208 W. ROGERS,EL RENO,CANADIAN,OK,73036,DAL,26/02/2007,19/04/1991,35.535501,-97.955402
CANYNID,CANYON COUNTY JAIL - DALE G HAILE DET CEN,219 N. 12TH AVENUE,CALDWELL,CANYON,ID,83605,SLC,14/08/2007,11/3/04,43.66481757,-116.6813719
CARBOPA,CARBON COUNTY CORRECTIONL,ROUTE 93 & BROAD STREET,NESQUEHONING,CARBON,PA,18240,PHI,19/09/2013,3/6/98,40.8787347,-75.7848305
CARBOWY,CARBON COUNTY JAIL,"1302 Daley St, Rawlins, WY 82301",RAWLINS,CARBON,WY,82301,DEN,28/04/2009,1/11/90,41.796028,-107.224224
CARROMD,CARROLL COUNTY DETENTION CENTER,100 NORTH COURT STREET,WESTMINSTER,CARROLL,MD,21157,BAL,12/5/13,3/2/00,39.572886,-76.986107
BOPCRW,CARSWELL FEDERAL MEDICAL CENTER,"J STREET, BUIDING 300",FORT WORTH,TARRANT,TX,76127,DAL,18/01/2006,9/5/98,32.785301,-97.419051
CARTEOK,"CARTER COUNTY (ARDMORE, OKLAHOMA)",100 S. WASHINGTON,ARDMORE,CARTER,OK,73401,DAL,12/10/00,2/8/89,34.170019,-97.12925
CARJAMN,CARVER COUNTY JAIL,600 EAST FOURTH ST.,CHASKA,CARVER,MN,55318,SPM,4/11/17,31/10/1990,44.787264,-93.592872
CAJUVMN,CARVER COUNTY JUVENILE DETENTION CENTER,600 EAST FOURTH ST.,CHASKA,CARVER,MN,55318,SPM,4/11/17,11/9/95,44.789279,-93.593311
CGRMCAZ,CASA GRANDE REGIONAL MEDICAL CENTER,1800 E. FLORENCE BL.,CASA GRANDE,PINAL,AZ,85222,PHO,12/3/15,7/11/02,32.880542,-111.708726
CASSJCA,CASA SAN DIEGO,"3987 Georgia St, San Diego, CA 92103",SAN DIEGO,SAN DIEGO,CA,92103,SND,8/4/07,18/02/1986,32.7499651,-117.1448826
CASCAMT,CASCADE COUNTY JAIL (MONTANA),3800 ULM NORTH FRONTAGE ROAD,GREAT FALLS,CASCADE,MT,59404,SLC,4/11/17,18/01/1991,47.46636197,-111.3804339
CSYJVNY,CASEY HOUSE SHELTER,710 CEDAR AVE,BUFFALO,NIAGARA,NY,14301,BUF,3/5/15,25/04/2007,43.097027,-79.053898
CSPHOLD,CASPER HOLDROOM,150 E. B STREET,CASPER,NATRONA,WY,82601,DEN,4/10/17,10/11/10,42.85207208,-106.3248983
CASSCIA,CASS COUNTY CORRECTIONAL FACILITY (IOWA),"5 W 7TH STREET, #H",ATLANTIC,CASS,IA,50022,SPM,14/11/2002,21/03/1997,41.403754,-95.013952
CASSCND,CASS COUNTY JAIL,450 34TH STREET SOUTH,FARGO,CASS,ND,58107,SPM,27/01/2015,22/10/1992,46.869841,-96.83308
CASSCNE,CASS COUNTY JAIL,336 MAIN STREET,PLATTSMOUTH,CASS,NE,68048,SPM,4/11/17,10/11/98,41.01108421,-95.88334479
CATAHLA,CATAHOULA CORRECTIONAL CENTER,499 COLUMBIA HARRISONBURG ROAD,HARRISONBURG,RAPIDES,LA,71430,NOL,16/02/2005,31/01/2000,31.860451,-91.962215
CATTANY,CATTARAUGUS COUNTY JAIL,301 COURT STREET,LITTLE VALLEY,CATTARAUGUS,NY,14755,BUF,1/8/12,26/08/1993,42.251454,-78.800353
CAYUGNY,CAYUGA COUNTY JAIL,"7445 COUNTY HOUSE RD, PO BOX518",AUBURN,CAYUGA,NY,13021,BUF,7/4/16,5/9/02,42.979977,-76.54352
CCFAMNV,CC FAMILY & YOUTH SERVICE,"701 N Pecos Rd K, Las Vegas, NV 89101",LAS VEGAS,CLARK,NV,89101,SLC,15/12/2003,23/10/1991,36.175849,-115.098347
CCADCAZ,CCA CENTRAL ARIZONA DETENTION CENTER,1155 NORTH PINAL PARKWAY,FLORENCE,PINAL,AZ,85132,PHO,7/9/16,8/1/98,33.0643662,-111.378808
CCAFLAZ,"CCA, FLORENCE CORRECTIONAL CENTER",1100 BOWLING ROAD,FLORENCE,PINAL,AZ,85132,PHO,4/11/17,4/11/87,33.0438338,-111.371793
CACFLEO,CCF/LEO CHESNEY,2800 APPRICOT ST,LIVE OAK,SUTTER,CA,95953,SFR,,,39.268461,-121.664381
CADCCAL,CDC CALIPATRIA IHP,7018 BLAIR ROAD,CALIPATRIA,COUNTY,CA,92233,SND,12/1/15,26/02/2014,33.16643595,-115.4846143
CEDARNE,CEDAR COUNTY JAIL,101 EAST CENTRE STREET,HARTINGTON,CEDAR,NE,68739,SPM,9/2/03,7/2/03,42.6205602,-97.2598674
CRIHOLD,CEDAR RAPIDS HOLD ROOM,"53 3rd Ave Bridge, Cedar Rapids, IA 52401",CEDAR RAPIDS,LINN,IA,52401,SPM,,,41.9752949,-91.6700847
CEMEDFL,CEDARS MEDICAL CENTER,1400 NW 12TH AVE,MIAMI,MIAMI-DADE,FL,33136,MIA,10/8/16,9/3/99,25.78841925,-80.2163433
CNTGRIL,CENTEGRA HOSPITAL,3701 DOTY ST,WOODSTOCK,MCHENRY,IL,60098,CHI,26/04/2016,20/04/2016,42.2760802,-88.40139588
CAMEDAZ,CENTRAL ARIZONA MEDICAL,450 ADAMSVILLE,FLORENCE,PINAL,AZ,85232,PHO,2/5/12,2/5/89,33.0173057,-111.4226795
CENTRWV,CENTRAL REGIONAL JAIL,300 DAYS DRIVE,SUTTON,BRAXTON,WV,26601,PHI,29/01/2013,29/01/2013,38.6965246,-80.6581991
WACLATX,CENTRAL TEXAS DETENTION FACILITY,218 S. LAREDO ST,SAN ANTONIO,BEXAR,TX,78207,SNA,24/10/2017,7/4/97,29.42353235,-98.49698216
CVREGVA,CENTRAL VA REGIONAL JAIL,13021 JAMES MADISON HWY,ORANGE COUNTY,ORANGE,VA,22960,WAS,27/02/2017,5/9/90,38.22283587,-78.1237059
CENTRPA,CENTRE COUNTY JAIL,COURTHOUSE,BELLEFONTE,CENTRE,PA,16823,PHI,27/10/2005,26/10/2005,40.9122898,-77.77689576
CMEDHPR,CENTRO MEDICO HOSPITAL,"Av Americo Miranda S/N, San Juan, 00935, Puerto Rico",SAN JUAN,COUNTY,PR,935,MIA,5/10/14,19/09/2014,18.4105,-66.0605
CRTOSCA,CERRITOS COLLEGE HOSPITAL,10802 COLLEGE PLACE,CERRITOS,LOS ANGELES,CA,90703,LOS,,,33.88516992,-118.102257
CHAFFCO,CHAFFEE COUNTY JAIL,"148 Crestone Ave, Salida, CO 81201",SALIDA,CHAFFEE,CO,81201,DEN,17/04/2008,31/07/1997,38.5379616,-105.9988968
CHARLSD,CHARLES MIX COUNTY,501 EAST LAKE STREET,LAKE ANDES,CHARLES MIX,SD,57356,SPM,4/5/03,20/09/1998,43.155191,-98.537623
CHARLSC,CHARLESTON COUNTY DETENTION CENTER,3841 LEEDS AVENUE,NORTH CHARLESTON,CHARLESTON,SC,29405,ATL,4/11/17,31/10/1997,32.8586313,-80.0087951
CHLHOLD,"CHARLESTON, SC HOLD ROOM",3950 FABER PLACE DR,CHARLESTON,YORK,SC,29705,ATL,4/11/17,29/08/2017,32.846752,-80.019771
CHAHOLD,CHARLOTTE AMALIE HOLDROOM,"5500, Veterans Dr, St Thomas 00801, U.S. Virgin Islands",ST. THOMAS,ST. THOMAS,VI,801,MIA,26/07/2017,6/6/11,18.3223,-64.9637
CHRLTFL,CHARLOTTE COUNTY JAIL,26601 AIRPORT RD,PUNTA GORDA,CHARLOTTE,FL,33982,MIA,10/5/17,3/10/02,26.9171174,-82.0434353
CLTHOLD,CHARLOTTE HOLD ROOM,"601 E Trade St, Charlotte, NC 28202",CHARLOTTE,MECKLENBURG,NC,28202,ATL,22/08/2017,29/03/2011,35.222886,-80.837843
CHASEKS,CHASE COUNTY DETENTION FACILITY,301 SOUTH WALNUT STREET,COTTONWOOD FALLS,CHASE,KS,66845,CHI,4/11/17,25/07/1994,38.3754174,-96.5389847
CHATHGA,CHATHAM COUNTY JAIL,1050 CARL GRIFFEN DRIVE,SAVANNAH,CHATHAM,GA,31405,ATL,28/05/2008,2/10/94,32.066971,-81.167923
CNGHOLD,CHATTANOOGA HOLD ROOM,"3117 Dayton Blvd, Red Bank, TN 37415",CHATTANOOGA,HAMILTON,TN,37450,NOL,,,35.106032,-85.297818
CHACONY,CHAUTAUQUA COUNTY JAIL,15 E. CHAUTAUQUA STREET,MAYVILLE,CHAUTAUQUA,NY,14757,BUF,4/11/17,29/10/1987,42.25486946,-79.50413017
CHAVENM,CHAVEZ DETENTION CENTER,3701 S. ATKINSON,ROSWELL,CHAVES,NM,88201,ELP,1/7/03,30/06/2003,33.352159,-104.505543
CHELAWA,CHELAN COUNTY REGIONAL JUSTICE CENTER,401 WASHINGTON ST 2ND FLOOR,WENATCHEE,CHELAN,WA,98801,SEA,7/3/12,15/07/1989,47.422551,-120.315434
CHEMUNY,CHEMUNG COUNTY JAIL,211 WILLIAM STREET,ELMIRA,CHEMUNG,NY,14901,BUF,11/10/06,3/9/88,42.09146515,-76.80107004
CHEROAL,CHEROKEE COUNTY JAIL,201 N. RIVER STREET,CENTRE,CHEROKEE,AL,35960,NOL,5/1/04,16/06/1999,34.153899,-85.678383
CHEROOK,CHEROKEE COUNTY JAIL,213 WEST DELAWARE STREET,TAHLEQUAH,CHEROKEE,OK,74464,DAL,,,35.91374921,-94.97255868
CHEROGA,CHEROKEE COUNTY JAIL (GEORGIA),498 CHATTIN DRIVE,CANTON,CHEROKEE,GA,30115,ATL,30/04/2003,28/08/1989,34.19529,-84.492246
CHEROIA,CHEROKEE COUNTY SHERIFF'S OFFICE,111 NORTH 5TH STREET,CHEROKEE,CHEROKEE,IA,51012,SPM,1/10/02,6/9/98,42.74993328,-95.5546656
CHESTPA,CHESTER COUNTY JAIL (PENNSYLVANIA),17 N CHURCH ST,WEST CHESTER,CHESTER,PA,19380,PHI,23/05/2007,5/10/87,39.95935509,-75.60580813
CHEYENE,CHEYENNE COUNTY DETENTION CENTER,1000 10TH AVENUE. PO BOX 75,SIDNEY,CHEYENNE,NE,69162,SPM,10/10/02,27/11/1996,41.143368,-102.976896
CHYHOLD,CHEYENNE HOLDROOM,308 W. 21ST STREET,CHEYENNE,LARAMIE,WY,82001,DEN,30/04/2015,30/04/2015,41.1368002,-104.8198995
BOPCCC,CHICAGO MCC,71 W. VAN BUREN STREET,CHICAGO,COOK,IL,60605,CHI,19/11/2002,8/5/85,41.8766185,-87.63046673
CHIPPMI,CHIPPEWA COUNTY SSM,325 COURT STREET,SAULT SAINTE MARIE,CHIPPEWA,MI,49783,DET,4/11/17,30/09/1991,46.49749031,-84.34616045
MICHIRE,CHIPPEWA REGIONAL-KINCHLOE,4269 W M 80,KINCHELOE,COUNTY,MI,49788,DET,,,46.259624,-84.453107
VTCHTDN,CHITTENDEN REGIONAL CORRECTIONAL FACILITY,7 FARRELL STREET,SOUTH BURLINGTON,CHITTENDEN,VT,5403,BOS,16/10/2017,17/08/2002,44.44590655,-73.20459247
CHOUTMT,CHOUTEAU COUNTY JAIL,"1215 Washington St, Fort Benton, MT 59442",FORT BENTON,CHOUTEAU,MT,59442,SLC,8/7/04,20/12/1991,47.8167578,-110.6732208
CHRISMO,CHRISTIAN COUNTY JAIL,110 WEST ELM,OZARK,CHRISTIAN,MO,65721,CHI,4/11/17,3/1/04,37.01986859,-93.20555586
CHRISKY,CHRISTIAN COUNTY JAIL,"410 WEST 7TH STREET,",HOPKINSVILLE,CHRISTIAN,KY,42240,CHI,24/08/2003,29/01/2003,36.86750539,-87.49050169
CIBOCNM,CIBOLA COUNTY CORRECTIONAL CENTER,2000 CIBOLA LOOP,MILAN,CIBOLA,NM,87021,ELP,4/11/17,27/12/2016,35.17978331,-107.9076486
CIBOLNM,CIBOLA COUNTY DETENTION CENTER,"2000 Cibola Loop, Milan, NM 87021",Milan,CIBOLA,NM,87021,ELP,3/10/07,13/03/1998,35.17978331,-107.9076486
CITRUFL,CITRUS COUNTY JAIL,2604 W. WOODLAND RIDGE DR.,LECANTO,CITRUS,FL,34461,MIA,21/05/2008,14/02/1996,28.846057,-82.47752657
CLARIPA,CLARION COUNTY CORRECTIONS,"309 T-580, Shippenville, PA 16254",SHIPPENVILLE,CLARION,PA,16254,PHI,12/5/09,20/09/1996,41.237619,-79.423483
CLARKID,CLARK COUNTY JAIL,"501 E Court Ave #159, Jeffersonville, IN 47130",DUBOIS,CLARK,ID,47130,SLC,,,38.277682,-85.7375976
CLJUVWA,CLARK COUNTY JUVENILE,500 WEST 11TH STREET,VANCOUVER,CLARK,WA,98660,NOL,23/06/2003,4/4/97,45.629662,-122.676163
CLAJUIN,CLARK COUNTY JUVENILE,"609 MEIGS AVENUE,",JEFFERSONVILLE,CLARK,IN,47130,CHI,11/4/03,13/09/2000,38.27795057,-85.7366829
CLARKWA,CLARKE COUNTY JAIL,"707 W 13th St, Vancouver, WA 98666",VANCOUVER,CLARK,WA,98666,SEA,31/10/1999,10/8/90,45.631025,-122.6782239
CLARKIA,CLARKE COUNTY SHERIFF,100 S MAIN ST,OSCEOLA,CLARKE,IA,50213,SPM,14/11/2002,3/3/00,41.0341692,-93.76675124
CFREDVA,CLARKE FREDK WINCH.,141 FT COLLIER ROAD,WINCHESTER,FREDERICK,VA,22603,WAS,29/10/2008,29/05/1991,39.19850623,-78.14630154
CLATSOR,CLATSOP COUNTY JAIL,636 DUANE STREET,ASTORIA,CLATSOP,OR,97103,SEA,17/10/2002,15/03/1994,46.18864285,-123.8363669
CLAYCMN,CLAY COUNTY,"915 8 1/2 Ave N, Moorhead, MN 56560",MOORHEAD,CLAY,MN,56560,SPM,27/04/2004,12/4/96,46.8841683,-96.7610366
CLACOMO,CLAY COUNTY JAIL,14 S. WATER,LIBERTY,CLAY,MO,64068,CHI,18/02/2004,13/02/1991,39.2459295,-94.4193245
CLACOSD,CLAY COUNTY JAIL,15 WASHINGTON STREET,VERMILLION,CLAY,SD,57069,SPM,27/10/2004,18/03/1998,42.779633,-96.93641214
CLAYCFL,CLAY COUNTY JAIL,901 N. ORANGE AVENUE,GREENCOVE SPRING,CLAY,FL,32043,MIA,16/01/2008,9/12/00,30.003895,-81.686994
CLAYCIN,CLAY COUNTY JAIL,611 EAST JACKSON STREET,BRAZIL,CLAY,IN,47834,CHI,4/11/17,23/07/2013,39.52383377,-87.12009947
CLEARCO,CLEAR CREEK COUNTY JAIL,"405 Argentine St, Georgetown, CO 80444",GEORGETOWN,CLEAR CREEK,CO,80444,DEN,13/07/2008,17/01/1991,39.705319,-105.698357
CLEARPA,CLEARFIELD COUNTY JAIL,410 21ST STREET,CLEARFIELD,CLEARFIELD,PA,16830,PHI,4/5/08,31/08/2001,41.01530201,-78.41238741
CLEHOLD,CLEVELAND HOLD ROOM,"1240 E. 9TH STREET, ROOM 585",CLEVELAND,CUYAHOGA,OH,44199,DET,1/10/17,11/6/12,41.504901,-81.691781
NYCLINC,CLINTON C.F. DANNEMMORA,1074 COOK ST RTE 374,DANNEMMORA,CLINTON,NY,12929,BOS,22/11/2005,18/11/2005,44.726414,-73.714862
CLINTPA,CLINTON COUNTY CORRECTIONAL FACILITY,419 SHOEMAKER ROAD,LOCK HAVEN,CLINTON,PA,17745,PHI,4/11/17,21/04/2001,41.154871,-77.336887
CLINTIN,CLINTON COUNTY JAIL,301 E WALNUT STREET,FRANKFORT,CLINTON,IN,46041,CHI,,,40.27977816,-86.50913675
CLICONY,CLINTON COUNTY JAIL,25 MCCARTHY DRIVE,PLATTSBURGH,CLINTON,NY,12901,BUF,4/11/17,16/10/1987,44.71959274,-73.46803505
CLINTIA,CLINTON COUNTY JAIL,241 7TH AVENUE NORTH,CLINTON,CLINTON,IA,52732,SPM,4/11/02,18/04/1992,41.85124832,-90.1892211
CBENDTX,COASTAL BEND DETENTION FACILITY,4909 FM (FARM TO MARKET) 2826,ROBSTOWN,NUECES,TX,78380,HOU,4/11/17,9/6/12,27.736829,-97.754606
COBBJGA,COBB COUNTY JAIL,1825 COUNTY SERVICES PARKWAY,MARIETTA,COBB,GA,30060,ATL,4/11/17,15/02/2005,33.908688,-84.58092
COJUVAZ,COCHISE COUNTY CHILD CENTER,721 GONZALEZ,HUACHUCA CITY,COCHISE,AZ,85616,PHO,24/10/2004,13/06/1990,31.640669,-110.33767
COCHIAZ,COCHISE COUNTY JAIL,203 NORTH JUDD DRIVE,BISBEE,COCHISE,AZ,85603,PHO,30/04/2010,18/06/1984,31.43325215,-109.8708224
COCONAZ,COCONINO COUNTY DETENTION FACILITY,952 E. SAW MILL ROAD,FLAGSTAFF,COCONINO,AZ,86001,PHO,28/08/2014,4/1/92,35.188274,-111.640415
CODINSD,CODINGTON COUNTY,119 SOUTH MAPLE,WATERTOWN,CODINGTON,SD,57201,SPM,29/11/2005,10/10/96,44.89814242,-97.11375712
BOPCOL,COLEMAN FEDERAL CORRECTIONAL INSTITUTE,"846 NE 54th Terrace, Wildwood, FL 34785",COLEMAN,SUMTER,FL,34785,MIA,11/4/06,19/02/1996,28.7558713,-82.013545
COLESIL,COLES COUNTY JAIL,701 7TH STREET,CHARLESTON,COLES,IL,61920,CHI,18/06/2003,24/04/1998,39.493184,-88.174189
COLFANE,COLFAX CO JAIL,411 EAST 11TH STREET,SCHUYLER,COLFAX,NE,68661,SPM,26/01/2003,4/3/95,41.447333,-97.058465
COLLIFL,COLLIER COUNTY NAPLES JAIL CENTER,3301 TAMIAMI TRAIL EAST,NAPLES,COLLIER,FL,34112,MIA,4/11/17,17/11/1990,26.12627336,-81.76572362
CODCCSP,COLO DEPARTMENT OF CORRECTIONS,2862 SOUTH CIRCLE DRIVE #100,COLO. SPGS,EL PASO,CO,80906,DEN,29/01/2008,22/07/2007,38.798929,-104.793918
COLOMNY,COLOMBIA COUNTY JAIL,85 INDUSTRIAL TRACT,HUDSON,ORANGE,NY,12543,BUF,25/01/2010,14/11/1989,42.249608,-73.756327
COMHICO,COLORADO MENTAL HEALTH INSTITUTE,1600 WEST 24TH STREET,PUEBLO,PUEBLO,CO,81003,DEN,,,38.29095475,-104.6277323
COLQUGA,COLQUITT COUNTY JAIL,COLQUITT COUNTY SHERIFFS DEPT.,MOULTRIE,COLQUITT,GA,31776,ATL,14/04/2008,17/06/1997,31.18244,-83.760922
COLCASC,COLUMBIA CARE CENTER,7901 FARROW ROAD,COLUMBIA,RICHLAND,SC,29203,ATL,4/11/17,5/3/99,34.0757437,-80.97972426
COLUMPA,COLUMBIA COUNTY,721 IRON ST.,BLOOMSBURG,COLUMBIA,PA,17815,PHI,14/09/2010,1/8/08,40.99816304,-76.45051929
COLUMOR,COLUMBIA COUNTY JAIL,901 PORT AVENUE,SAINT HELENS,COLUMBIA,OR,97051,SEA,24/04/2014,19/07/1991,45.8486573,-122.8188631
CFALSMT,COLUMBIA FALLS POLICE DEPARTMENT,130 6TH ST. W.,COLUMBIA FALLS,FLATHEAD,MT,59912,SLC,29/03/2006,23/01/2005,48.3733707,-114.1829324
